date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:04:36	120/120	---MC-	200	added ('OK')	text/plain	date:Tue,%2016%20Aug%202022%2003:34:50%20GMT	https://annaellenberger.com/robots.txt		(from )
09:04:37	78436/78436	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2003:34:50%20GMT	https://annaellenberger.com/	C:/01-02/annaellenberger.com/index.html	(from )
09:04:38	1069/1069	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Jan%202021%2020:15:19%20GMT	https://annaellenberger.com/feed/	C:/01-02/annaellenberger.com/feed/index.html	(from https://annaellenberger.com/)
09:04:38	72547/72547	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Jul%202021%2021:20:17%20GMT	https://annaellenberger.com/wp-content/themes/astra/assets/css/minified/style.min.css?ver=3.6.5	C:/01-02/annaellenberger.com/wp-content/themes/astra/assets/css/minified/style.min3ab2.css	(from https://annaellenberger.com/)
09:04:39	738/738	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Jan%202021%2020:15:19%20GMT	https://annaellenberger.com/comments/feed/	C:/01-02/annaellenberger.com/comments/feed/index.html	(from https://annaellenberger.com/)
09:04:39	3304/3304	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20Jul%202021%2021:20:17%20GMT	https://annaellenberger.com/wp-content/themes/astra/assets/fonts/astra.woff	C:/01-02/annaellenberger.com/wp-content/themes/astra/assets/fonts/astra.woff	(from https://annaellenberger.com/)
09:04:40	88932/88932	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Jul%202022%2002:32:58%20GMT	https://annaellenberger.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.1	C:/01-02/annaellenberger.com/wp-includes/css/dist/block-library/style.min37ad.css	(from https://annaellenberger.com/)
09:04:40	2640/2640	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Jul%202021%2021:19:56%20GMT	https://annaellenberger.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.2	C:/01-02/annaellenberger.com/wp-content/plugins/contact-form-7/includes/css/styles7661.css	(from https://annaellenberger.com/)
09:04:40	850/850	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Jul%202021%2021:20:17%20GMT	https://annaellenberger.com/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7-main.min.css?ver=3.6.5	C:/01-02/annaellenberger.com/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7-main.min3ab2.css	(from https://annaellenberger.com/)
09:04:41	19128/19128	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7816.css	(from https://annaellenberger.com/)
09:04:41	13805/13805	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/css/frontend-legacy.mina767.css	(from https://annaellenberger.com/)
09:04:42	163326/163326	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/css/frontend.mina767.css	(from https://annaellenberger.com/)
09:04:42	1304/1304	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2019:26:25%20GMT	https://annaellenberger.com/wp-content/uploads/elementor/css/post-7.css?ver=1649877985	C:/01-02/annaellenberger.com/wp-content/uploads/elementor/css/post-7a293.css	(from https://annaellenberger.com/)
09:04:43	25583/25583	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2019:26:26%20GMT	https://annaellenberger.com/wp-content/uploads/elementor/css/global.css?ver=1649877986	C:/01-02/annaellenberger.com/wp-content/uploads/elementor/css/global8848.css	(from https://annaellenberger.com/)
09:04:43	3707/3707	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2019:26:26%20GMT	https://annaellenberger.com/wp-content/uploads/elementor/css/post-8.css?ver=1649877986	C:/01-02/annaellenberger.com/wp-content/uploads/elementor/css/post-88848.css	(from https://annaellenberger.com/)
09:04:46	57912/57912	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://annaellenberger.com/)
09:04:46	675/675	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://annaellenberger.com/)
09:04:46	11898/11898	---M--	200	added ('OK')	application/javascript	date:Tue,%2012%20Jul%202022%2002:22:29%20GMT	https://annaellenberger.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=8.7.0	C:/01-02/annaellenberger.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min117a.js	(from https://annaellenberger.com/)
09:04:48	21158/21158	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Aug%202022%2003:35:01%20GMT	https://annaellenberger.com/wp-json/wp/v2/pages/8	C:/01-02/annaellenberger.com/wp-json/wp/v2/pages/8.json	(from https://annaellenberger.com/)
09:04:48	168686/168686	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Aug%202022%2003:35:01%20GMT	https://annaellenberger.com/wp-json/	C:/01-02/annaellenberger.com/wp-json/index.html	(from https://annaellenberger.com/)
09:04:50	828/828	---M--	200	added ('OK')	text/xml	date:Tue,%2016%20Aug%202022%2003:35:04%20GMT	https://annaellenberger.com/xmlrpc.php?rsd	C:/01-02/annaellenberger.com/xmlrpc0db0.php	(from https://annaellenberger.com/)
09:04:52	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Tue,%2016%20Aug%202022%2003:35:06%20GMT	https://annaellenberger.com/wp-includes/wlwmanifest.xml	C:/01-02/annaellenberger.com/wp-includes/wlwmanifest.html	(from https://annaellenberger.com/)
09:04:53	2339/2339	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Aug%202022%2003:35:07%20GMT	https://annaellenberger.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fannaellenberger.com%2F	C:/01-02/annaellenberger.com/wp-json/oembed/1.0/embed1b18.json	(from https://annaellenberger.com/)
09:04:53	2414/2414	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20Aug%202022%2003:35:07%20GMT	https://annaellenberger.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fannaellenberger.com%2F&format=xml	C:/01-02/annaellenberger.com/wp-json/oembed/1.0/embedf194	(from https://annaellenberger.com/)
09:04:54	18578/18578	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jan%202021%2001:54:47%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/circle-logo-150x150.png	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/circle-logo-150x150.png	(from https://annaellenberger.com/)
09:04:54	8456/8456	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jan%202021%2007:28:51%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/cropped-2020-website-logo-01-1-303x68.png	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/cropped-2020-website-logo-01-1-303x68.png	(from https://annaellenberger.com/)
09:04:55	44742/44742	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jan%202021%2001:54:47%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/circle-logo-300x300.png	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/circle-logo-300x300.png	(from https://annaellenberger.com/)
09:04:57	30943/30943	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jan%202021%2020:52:58%20GMT	https://annaellenberger.com/wp-content/uploads/elementor/thumbs/artsona-tumblr-profile-p1150iikxqslzyxtnth5zcol0seit5giitqkkmzl8k.png	C:/01-02/annaellenberger.com/wp-content/uploads/elementor/thumbs/artsona-tumblr-profile-p1150iikxqslzyxtnth5zcol0seit5giitqkkmzl8k.png	(from https://annaellenberger.com/)
09:04:57	168529/168529	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:14:23%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/hades.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/hades.jpg	(from https://annaellenberger.com/)
09:04:57	143981/143981	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:14:52%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/aaravos-stars-social.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/aaravos-stars-social.jpg	(from https://annaellenberger.com/)
09:04:58	69032/69032	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:18:56%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/nox-bright-soc.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/nox-bright-soc.jpg	(from https://annaellenberger.com/)
09:04:58	170730/170730	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2019:53:34%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/nebula-sm.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/nebula-sm.jpg	(from https://annaellenberger.com/)
09:04:59	129126/129126	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:15:40%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/azazel.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/azazel.jpg	(from https://annaellenberger.com/)
09:05:00	368499/368499	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2020:00:16%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/soc-media-1.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/soc-media-1.jpg	(from https://annaellenberger.com/)
09:05:00	203015/203015	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2019:44:53%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/HORNET_INSTAGRAM.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/HORNET_INSTAGRAM.jpg	(from https://annaellenberger.com/)
09:05:00	95034/95034	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2019:44:53%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/HORNET_INSTAGRAM-668x1024.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/HORNET_INSTAGRAM-668x1024.jpg	(from https://annaellenberger.com/)
09:05:01	127656/127656	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:19:52%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/blurred-668x1024.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/blurred-668x1024.jpg	(from https://annaellenberger.com/)
09:05:02	426961/426961	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:19:51%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/blurred.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/blurred.jpg	(from https://annaellenberger.com/)
09:05:02	130486/130486	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2021:35:37%20GMT	https://annaellenberger.com/wp-content/uploads/2021/01/Youtube-Banner-1024x576.jpg	C:/01-02/annaellenberger.com/wp-content/uploads/2021/01/Youtube-Banner-1024x576.jpg	(from https://annaellenberger.com/)
09:05:03	993/993	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Jul%202021%2021:20:17%20GMT	https://annaellenberger.com/wp-content/themes/astra/assets/css/minified/galleries.min.css?ver=3.6.5	C:/01-02/annaellenberger.com/wp-content/themes/astra/assets/css/minified/galleries.min3ab2.css	(from https://annaellenberger.com/)
09:05:03	18468/18468	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/animations/animations.mina767.css	(from https://annaellenberger.com/)
09:05:04	10404/10404	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Jul%202021%2021:20:17%20GMT	https://annaellenberger.com/wp-content/themes/astra/assets/js/minified/style.min.js?ver=3.6.5	C:/01-02/annaellenberger.com/wp-content/themes/astra/assets/js/minified/style.min3ab2.js	(from https://annaellenberger.com/)
09:05:04	6475/6475	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2001:33:41%20GMT	https://annaellenberger.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/01-02/annaellenberger.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://annaellenberger.com/)
09:05:05	19142/19142	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2001:33:41%20GMT	https://annaellenberger.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/01-02/annaellenberger.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://annaellenberger.com/)
09:05:05	12987/12987	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Jul%202021%2021:19:56%20GMT	https://annaellenberger.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4.2	C:/01-02/annaellenberger.com/wp-content/plugins/contact-form-7/includes/js/index7661.js	(from https://annaellenberger.com/)
09:05:06	4960/4960	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mina767.js	(from https://annaellenberger.com/)
09:05:06	89521/89521	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Jul%202021%2001:34:29%20GMT	https://annaellenberger.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/01-02/annaellenberger.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://annaellenberger.com/)
09:05:07	11224/11224	---M--	200	added ('OK')	application/javascript	date:Thu,%2019%20Nov%202020%2009:31:13%20GMT	https://annaellenberger.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/01-02/annaellenberger.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://annaellenberger.com/)
09:05:10	14277/14277	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/js/frontend-modules.mina767.js	(from https://annaellenberger.com/)
09:05:11	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://annaellenberger.com/)
09:05:12	20715/20715	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2001:33:41%20GMT	https://annaellenberger.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/01-02/annaellenberger.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://annaellenberger.com/)
09:05:13	139153/139153	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://annaellenberger.com/)
09:05:13	2578/2578	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.mina767.js	(from https://annaellenberger.com/)
09:05:13	10682/10682	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://annaellenberger.com/)
09:05:14	37741/37741	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/js/frontend.mina767.js	(from https://annaellenberger.com/)
09:05:15	43392/43392	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.6.3	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/js/preloaded-modules.mina767.js	(from https://annaellenberger.com/)
09:05:17	92444/92444	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.15.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff2	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
09:05:17	210192/210192	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.15.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.eot	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
09:05:20	113372/113372	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.15.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
09:05:20	210032/210032	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.15.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.ttf	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
09:05:20	316720/316720	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.15.0	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.svg	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
09:05:22	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
09:05:22	76764/76764	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
09:05:22	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
09:05:23	90060/90060	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
09:05:25	134040/134040	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
09:05:26	747545/747545	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Apr%202022%2017:51:36%20GMT	https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/01-02/annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://annaellenberger.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
